Prequat Sub Level
How did you find your way out ?
  9 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70  9
 71 51 36 36 36 36 36  0  0  0  0 59 61  0  0  0  0  0  0  0  0  0  0  0  0 36 36 59 61 36 71
 71 36 36 36 36 36 53 50  0 53 50  0  0  0  0  0 53 50  0 53 50  0  0 53 50 36 36 36 36 36 71
 71 50 36 36 36 53  9 51  0 52 70 70 70 70 70 70 70 51  0 52  9 70 70 70  9 36 36 12 36 36 71
 71  9 36 36 53  9 51 21  0  0  0  0  0 25  0  0 27  0  0  0 27  0  0 52  9 50 36 36 36 36 71
 71 70 70 70 70 70 70 70 70  0  0 53  9  9  9  9  9  9  9  9  9 50  0  0 52 70 70  9 26 26 71
 71 51  0  0 15 15 15  0  0  0  0 71 51  0  0  0  0  0  0  0 52 71  0  0  0  0 52  9 14 14 71
 71  0 53 70 70 70 70 70 70 50  0 71  0 53  9  9  9 45  9 50  0 71  0 53 50  0  0  0  0  0 71
 71  0 52 71 51 36  0 52  9 51  0 71  0 71 36 36 36 36 36 71  0 71  0 71  9  9  9 50  0  0 71
 71  0  0 71 36 36  0  0  0  0  0 71  0 71 36  9  9  9 36 71  0 71  0 71 21  0 52 51  0  0 71
 71  0  0 71 36 36  0 53 50  0  0 71  0 71 36 45 35  9 36 71  0 71 73 71  0  0  0  0  0 53 71
 71  0 58 71 50 36  0 71  9  9  9 71  0 71 36  9  9  9 36 71  0 71  0 71  0  9 70 70 70 70 71
 71  0 59 71  9  9 11 71  0  0  0 71  0 71 36 36 36 36 36 71  0 71  0  9  0  0  0  0 27  0 71
 71  0  0  9 36  9  0 71 14  9 13 71  0 52  9  9  9  9  9 51  0 71  0 71 11  0 53  9  9  0 71
 71  0  0 36 36  9  0 71 14 71 13 71 50  0  0  0  0  0  0  0 53 71  0 71  9  9  9 51  0  0 71
 71  0 53  9  9  9 28 71 28 71  0 52 70 70 70  9 45  9 70 70 70 51  0  9 37 71 51  0  0 53 71
 71 45 71 51 75  9  0 71  0 71  0  0 29  0  0  0  0  9  0  0  0  0 53  9 37 23  0  0 53  9 71
 71  0 71 75 75 75  0 71  0 52 70 70 70 70 70 70 70  9  0  9 70 70 70 51  0 23  0 53  9 51 71
 71  0 52 39  9 39  9 51  0  0  0  0  0  0  0  9 37 37  0  0  0  0  0  0  0  9  9  9 51 36 71
 71 50  0  0 22  0  0  0  0 53 50 58 60  0 53  9 70 70 70 70 70 70 70 50 36 36 36 36 36 53 71
  9 70 70 39 70 39 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70  9
control
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  3  4  5  5  5  5  5  5  0  0  0  4  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  3  4  7  7  7  7  7  7  6  5  5  4  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  3  2  0  0  0  0  0  7  6  6  5  5  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  1 11  1  1  3  4  0  7  7  7  6  5  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  3  4  5  0  0  0  7  7  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  3  4  5  0  0  0  7  7  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  3  5  7  0  0  1  7  7  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  3  0  0  0  0  1  7  7  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  3  0  0  3  3  8  7  7  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  3  0  1  1  1  8  8  7  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  3  0  7  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  3  0  7  5  5  5  5  5  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  3  0  7  7  7  0  0  7  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  3  0  0  0  8  8  1  7  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  4  4  0  3  0  8  8  8  7  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  3  5  5  5  5  0  1  1  8  8  8  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  3  0  0  0  0  1  1  1  8  8  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  1  1  1  1  1  8  7  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  7  7  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
baddies
2
112592  4
  0  0 31
  0  2 31
  0  0 31
  0 -2 31
176656  4
  0  0 26
  0 -2 31
  0  0 26
  0  2 31
