The Hirex Sector
Getting harder ?
 20  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1 19
  3 14 14 14 14 14 14 14 14 14 25 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14  4
  3 15 12  0  0  0  0 36 36 36 25  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 36 36 37 16  4
  3 15  0  0  0  0 13 13 13 13 25 13 13 13 13 13 13 13 13  0  0  0  0  0  0  0  0 36  0 16  4
  3 15  0  0  0 16  6  2  2  2  2  2  2  2  2  2  2  2  2 64  0  0  0  0  0  0 36 36 36 16  4
  3 40 40 40 40 40  7  1  1  1 19 10 10 10 10 10 10 10 10  3 36  6  5  0  0  0  0 36  0 16  4
  3 15  0  0  0 15 22 22 22 22  4 10 10 10 10 10 10 10 10  3 36  7  8  0  0  0 36 36 21 16  4
  3 13  0  0  0 15 22 22 22 22  4 10 10 10 10 10 10 10 10  3  0  0  0  0  0  0  0  0  0 16  4
  3 13 13 13 13 15 22 22 22 22  4 10 10 10 10 10 10 10 20  8  0  0  0  0 13 13 13 13 13 13  4
 17  2  2  2  2  5 22 22 22 22  4 10 10 10 10 10 10 10  3 15  0  0  0 16  6  2  2  2  2  2 18
 20  1  1  1  1  8 13 13 13  6 18 10 10 10 10 10 10 10  3 15  0  0  0 16  4 10 10 10 10 10 10
  3 14 14 14 14 14  0  0  0  4 10 10 10 10 10 10 10 10  3 15  0  0  0 16  7  1  1  1  1  1 19
  3 15  0  0  0  0  0  0  0  4 20  1  1  1  1  1  1  1  8 15  0  0  0  0 14 14 14 14 14 14  4
  3 15  0  0  0  0 13 13 13  4  3 14 14 10 10 10 14 14 14 45  0  0  0  0  0  0  0  0 36 16  4
  3 15  0  0  0  0  6  2  2 18  3 36 15 10 10 10 16  0  0  0 45  0  0  0  0  0  0  0 36 16  4
  3 15 35  0  0  0  7  1  1  1 55 36 15 10 10 10 16  0  0  0  0  9 70 70  9  0  0  0 36 16  4
  3 15  0  0  0  0 14 14 14 14 14  0 15 15 10 16 16  0  0 38  0  0  0  0  0  0  0  0 36 16  4
  3 15  0 37  0  0  0  0  0  0  0  0 15 10 10 10 16  0  0  0  0  0  0  0  0  0  0  0 36 16  4
  3 15  0  0  0  0 36 36 36  0  0  0 15 10 10 10 16  0  0  0  0  0  0  0  0  0  0  0 36 16  4
  3 13 13 13 13 13 13 13 13 13 13 13 13 10 10 10 13 13 13 13 13 13 13 13 13 13 13 13 13 16  4
 17  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2 18
control
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  2  3  4  4  4  4  4  4  4  4  4  4  4  4  4  4  4  4  4  4  4  4  4  4  4  4  4  4  4  0
  0  1  3  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5 15  5  5  5  5  5  5  5  5  5  5  0
  0  2  3  4  6  6  6  6  6  6  6  6  6  6  6  6  6  6  6  6  6  6  6  6  6  6  6  6  6  5  0
  0  2  3  3  3  3  0  0  0  0  0  0  0  0  0  0  0  0  0  0  6  6  6  6  7  7  6  6  6  6  0
  0  2  3  3  3  3  0  0  0  0  0  0  0  0  0  0  0  0  0  0  7  0  0  8  7  7  6  6  6  6  0
  0  2  3  3  3  2  3  3  4  4  0  0  0  0  0  0  0  0  0  0  7  0  0  8  7  7  6  6  0  7  0
  0  2  1  1  1  2  3  3  4  4  0  0  0  0  0  0  0  0  0  0  7  5  1  8  7  7  6  6  5  7  0
  0  8  8  8  8  1  3  3  4  4  0  0  0  0  0  0  0  0  0  0  7  6  8  8  8  8  7  6  6  6  0
  0  0  0  0  0  0  3  3  4  5  0  0  0  0  0  0  0  0  0  1  8  7  7  6  0  0  0  0  0  0  0
  0  0  0  0  0  0  3  3  4  0  0  0  0  0  0  0  0  0  0  8  8  7  7  6  0  0  0  0  0  0  0
  0  2  3  3  4  4  4  4  4  0  0  0  0  0  0  0  0  0  0  8  8  7  7  6  0  0  0  0  0  0  0
  0  2  3  3  3  4  4  4  4  0  0  0  0  0  0  0  0  0  0  8  8  7  7  6  4  4  4  4  4  4  0
  0  2  2  3  3  4  6  6  6  0  0  3  3  1  1  1  1  2  3  0  7  7  7  7  5  5  5  5  5  5  0
  0  4  1  3  3  3  0  0  0  0  0  3  3  1  1  1  1  2  2  3  0  7  6  6  6  6  6  6  6  6  0
  0  3  0  3  3  3  0  0  0  0  0  3  2  2  2  2  2  2  2  2  3  0  0  0  0  7  7  7  6  6  0
  0  3  2  2  2  2  2  2  2  1  1  1  1  1  1  1  1  2  2  2  2  2  2  1  1  8  7  7  6  6  0
  0  2  2  1  1  1  1  1  1  1  8  8  8  8  8  8  1  1  1  1  1  1  1  1  1  8  8  7  6  6  0
  0  1  1  1  1  1  1  1  1  1  8  8  7  1  1  1  1  1  1  1  1  1  1  1  8  8  8  7  6  6  0
  0  8  8  8  8  8  8  8  8  8  8  7  7  1  1  1  1  8  8  8  8  8  8  8  8  8  8  8  8  6  0
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
baddies
0
