0 0 14 14
99 99 99 99 99 99 99 99 99 99 99 99 99 99 99

99 99 99 99 99 99 99 90 24 99 99 99 99 99 99

99 99  0  0  0  0 0 100  4  0  0  0  0 99 99

99 99  0 60  0  0 0 100  4  0  0 61  0 99 99

99 99  0  0  0  0 0 100  4  0  0  0  0 99 99

99 99  0  0  0 99 99 99 24 99  0  0  0 99 99

99 21  1  1  1 21 85  0 86 99  0  0  0 99 99

99 99 100 100 100 99  0 69  0 99 100 100 100 99 99

99 99  0  0  0 99 87  0 84 23  3  3  3 23 99

99 99  0  0  0 99 22 99 99 99  0  0  0 99 99

99 99  0  0  0  0  2 100 0  0  0  0  0 99 99

99 99  0 63  0  0  2 100 0  0  0 62  0 99 99

99 99  0  0  0  0  2 100 0  0  0  0  0 99 99

99 99 99 99 99 99 99 99 99 99 99 99 99 99 99

99 99 99 99 99 99 99 99 99 99 99 99 99 99 99


 1  1  1  1  1  1  1   1  1  1  1  1  1  1  1

 1  1  1  1  1  1  1  1  1  1  1  1  1  1  1

 1  1  0  0  0  0  0  0  0  0  0  0  0  1  1

 1  1  0  0  0  0  0  0  0  0  0  0  0  1  1

 1  1  0  0  0  0  0  0  0  0  0  0  0  1  1

 1  1  0  0  0  0  1  1  1  0  0  0  0  1  1

 1  1  0  0  0  1  0  0  0  1  0  0  0  1  1

 1  1  0  0  0  1  0  1  0  1  0  0  0  1  1

 1  1  0  0  0  1  0  0  0  1  0  0  0  1  1

 1  1  0  0  0  0  1  1  1  0  0  0  0  1  1

 1  1  0  0  0  0  0  0  0  0  0  0  0  1  1

 1  1  0  0  0  0  0  0  0  0  0  0  0  1  1

 1  1  0  0  0  0  0  0  0  0  0  0  0  1  1

 1  1  1  1  1  1  1  1  1  1  1  1  1  1  1

 1  1  1  1  1  1  1  1  1  1  1  1  1  1  1



 1  1  1  1  1  1  1  1  1  1  1  1  1  1  1

 1  1  1  1  1  1  1  1  1  1  1  1  1  1  1

 1  1  0  0  0  0  0  0  0  0  0  0  0  1  1

 1  1  0  0  0  0  0  0  0  0  0  0  0  1  1

 1  1  0  0  0  0  0  0  0  0  0  0  0  1  1

 1  1  0  0  0  0  1  1  1  0  0  0  0  1  1

 1  1  0  0  0  1  0  0  0  1  0  0  0  1  1

 1  1  0  0  0  1  0  1  0  1  0  0  0  1  1

 1  1  0  0  0  1  0  0  0  1  0  0  0  1  1

 1  1  0  0  0  0  1  1  1  0  0  0  0  1  1

 1  1  0  0  0  0  0  0  0  0  0  0  0  1  1

 1  1  0  0  0  0  0  0  0  0  0  0  0  1  1

 1  1  0  0  0  0  0  0  0  0  0  0  0  1  1

 1  1  1  1  1  1  1  1  1  1  1  1  1  1  1

 1  1  1  1  1  1  1  1  1  1  1  1  1  1  1


