DNGN 65 42
 1 30 1 2 1 1
 2 17 1 2 2 1
 2 18 2 4 3 1
 2 19 3 1 1 1
 2 29 1 3 1 1
 2 30 1 3 1 2
 2 31 1 2 2 1
 2 32 2 1 1 1
 3 16 1 1 4 1
 3 17 4 4 3 2
 3 18 3 4 1 4
 3 23 1 3 1 1
 3 26 1 4 4 1
 3 27 4 4 3 1
 3 28 3 1 4 1
 3 29 4 2 3 3
 3 30 3 4 3 3
 3 31 3 4 1 2
 3 32 1 1 4 1
 3 33 4 4 2 1
 3 34 2 1 1 1
 4 17 1 1 3 4
 4 18 3 2 4 4
 4 19 4 2 1 1
 4 23 1 4 1 3
 4 26 1 1 3 4
 4 27 3 4 2 4
 4 28 2 2 3 1
 4 29 3 2 3 2
 4 30 3 4 1 4
 4 31 1 4 3 4
 4 32 3 2 2 1
 4 33 2 1 4 4
 4 34 4 2 3 1
 4 35 3 1 1 1
 5 18 1 2 1 2
 5 19 1 4 3 2
 5 20 3 4 1 1
 5 23 1 4 1 4
 5 25 1 4 1 1
 5 27 1 4 4 4
 5 28 4 4 1 2
 5 29 1 2 4 2
 5 30 4 3 4 4
 5 31 4 4 1 4
 5 32 1 1 1 2
 5 34 1 4 1 2
 5 40 1 2 1 1
 6 18 1 4 1 2
 6 19 1 2 4 4
 6 20 4 4 4 4
 6 21 4 4 2 1
 6 22 2 1 4 1
 6 23 4 1 2 4
 6 24 2 4 4 1
 6 25 4 3 2 4
 6 26 2 1 4 1
 6 27 4 1 1 4
 6 28 1 4 3 4
 6 29 3 2 4 2
 6 30 4 2 4 3
 6 31 4 1 1 4
 6 33 1 1 4 1
 6 34 4 2 2 4
 6 35 2 4 1 1
 6 38 1 4 3 1
 6 39 3 1 4 1
 6 40 4 3 1 2
 7 17 1 4 4 1
 7 18 4 3 3 4
 7 19 3 1 4 2
 7 20 4 4 4 4
 7 21 4 3 4 4
 7 22 4 3 1 1
 7 24 1 1 4 4
 7 25 4 4 4 3
 7 26 4 4 1 1
 7 27 1 4 4 1
 7 28 4 4 3 4
 7 29 3 4 4 2
 7 30 4 4 4 2
 7 31 4 2 1 1
 7 32 1 4 4 1
 7 33 4 4 3 1
 7 34 3 4 4 2
 7 35 4 4 1 4
 7 37 1 1 4 1
 7 38 4 4 1 4
 7 40 1 1 1 3
 8 17 1 4 4 4
 8 18 4 4 4 3
 8 19 4 2 4 1
 8 20 4 2 4 4
 8 21 4 1 1 3
 8 22 1 4 4 3
 8 23 4 1 2 1
 8 24 2 4 2 1
 8 25 2 4 4 4
 8 26 4 1 3 4
 8 27 3 2 3 4
 8 28 3 2 1 4
 8 29 1 4 4 4
 8 30 4 3 4 4
 8 31 4 1 1 2
 8 32 1 1 2 4
 8 33 2 4 1 4
 8 34 1 4 2 4
 8 35 2 2 2 4
 8 36 2 4 1 1
 8 38 1 4 4 4
 8 39 4 1 1 1
 9 15 1 4 3 1
 9 16 3 1 4 1
 9 17 4 4 1 4
 9 18 1 4 4 4
 9 19 4 1 4 2
 9 20 4 4 2 2
 9 21 2 1 4 1
 9 22 4 2 4 4
 9 23 4 4 3 1
 9 24 3 1 1 4
 9 25 1 4 2 4
 9 26 2 1 4 1
 9 27 4 1 2 2
 9 28 2 4 2 2
 9 29 2 4 1 4
 9 30 1 1 1 3
 9 33 1 1 3 4
 9 34 3 4 2 4
 9 35 2 4 4 2
 9 36 4 1 4 4
 9 37 4 4 3 1
 9 38 3 4 1 4
 9 41 1 2 1 1
10 15 1 1 4 4
10 16 4 4 2 1
10 17 2 4 4 4
10 18 4 3 4 4
10 19 4 4 4 1
10 20 4 2 1 4
10 22 1 4 2 2
10 23 2 4 1 4
10 25 1 4 1 4
10 26 1 4 2 1
10 27 2 3 4 1
10 28 4 3 4 4
10 29 4 4 4 4
10 30 4 1 1 1
10 34 1 4 4 4
10 35 4 4 1 4
10 37 1 4 4 4
10 38 4 4 2 4
10 39 2 2 2 1
10 40 2 4 2 1
10 41 2 4 2 2
10 42 2 4 1 1
11 16 1 1 1 4
11 17 1 2 2 4
11 18 2 4 4 3
11 19 4 1 2 4
11 20 2 1 2 2
11 21 2 4 3 1
11 22 3 3 2 4
11 23 2 4 4 4
11 24 4 3 4 1
11 25 4 4 1 4
11 26 1 1 3 4
11 27 3 2 4 3
11 28 4 4 4 3
11 29 4 4 1 4
11 31 1 1 3 1
11 32 3 4 4 1
11 33 4 4 4 1
11 34 4 2 3 4
11 35 3 4 4 4
11 36 4 4 2 1
11 37 2 4 4 4
11 38 4 4 4 4
11 39 4 2 1 2
11 40 1 4 4 4
11 41 4 4 4 4
12 16 1 4 4 1
12 17 4 4 3 2
12 18 3 2 1 4
12 21 1 2 3 4
12 22 3 3 4 3
12 23 4 4 4 4
12 24 4 2 4 3
12 25 4 3 4 4
12 26 4 1 2 1
12 27 2 4 4 2
12 28 4 4 4 4
12 29 4 4 4 4
12 30 4 4 1 1
12 31 1 4 2 1
12 32 2 3 4 4
12 33 4 2 4 4
12 34 4 4 3 2
12 35 3 1 2 4
12 36 2 3 4 4
12 37 4 4 1 4
12 38 1 4 4 4
12 39 4 2 1 2
12 40 1 2 3 4
12 41 3 4 2 4
12 42 2 4 2 4
13 16 1 4 1 4
13 17 1 2 4 4
13 18 4 4 1 2
13 20 1 4 4 1
13 21 4 4 3 2
13 22 3 3 4 3
13 23 4 1 4 4
13 24 4 1 4 2
13 25 4 1 1 3
13 27 1 1 4 4
13 28 4 1 3 4
13 29 3 1 4 4
13 30 4 3 4 4
13 31 4 4 3 4
13 32 3 2 1 3
13 33 1 2 4 2
13 34 4 4 1 4
13 36 1 4 4 3
13 37 4 1 4 4
13 38 4 2 2 4
13 39 2 4 3 2
13 40 3 4 3 2
13 41 3 2 2 4
13 42 2 4 2 4
14 16 1 1 4 4
14 17 4 1 4 2
14 18 4 4 1 4
14 19 1 1 3 1
14 20 3 4 1 4
14 21 1 4 3 4
14 22 3 4 4 3
14 23 4 1 1 1
14 29 1 2 1 1
14 30 1 1 3 3
14 31 3 2 2 4
