DNGN 65 42
18 24 1 1 4 1
18 25 4 4 3 1
18 26 3 4 4 1
18 27 4 1 4 1
18 28 4 3 1 1
18 30 1 3 4 1
18 31 4 1 1 1
19 25 1 4 4 4
19 26 4 3 1 4
19 27 1 2 2 1
19 28 2 4 4 3
19 29 4 1 4 1
19 30 4 2 1 3
20 25 1 4 1 4
20 26 1 2 2 3
20 27 2 1 2 2
20 28 2 3 4 4
20 29 4 4 3 1
20 30 3 4 4 2
20 31 4 1 1 1
21 15 1 3 1 1
21 24 1 2 4 1
21 25 4 3 1 4
21 26 1 1 2 2
21 27 2 1 2 1
21 28 2 4 2 3
21 29 2 4 2 4
21 30 2 4 4 4
21 31 4 4 1 1
22 15 1 4 2 3
22 16 2 2 1 1
22 24 1 1 4 2
22 25 4 3 1 3
22 27 1 1 4 1
22 28 4 1 1 4
22 29 1 4 1 4
22 30 1 1 4 4
22 31 4 1 1 4
23 15 1 4 3 4
23 16 3 4 3 2
23 17 3 4 3 1
23 18 3 4 4 1
23 19 4 3 1 1
23 25 1 4 4 3
23 26 4 2 3 1
23 27 3 1 1 1
23 29 1 1 1 4
24 15 1 4 2 4
24 16 2 2 4 4
24 17 4 1 4 4
24 18 4 4 4 4
24 19 4 3 1 3
24 20 1 4 4 1
24 21 4 4 1 1
24 25 1 2 4 4
24 26 4 4 3 2
24 27 3 2 1 1
25 14 1 1 4 1
25 15 4 1 4 4
25 16 4 1 4 2
25 17 4 4 1 1
25 18 1 3 2 4
25 19 2 2 3 3
25 20 3 2 1 4
25 21 1 2 1 4
25 24 1 4 4 1
25 25 4 1 4 2
25 26 4 1 1 4
25 27 1 4 4 2
25 28 4 4 1 1
26 15 1 1 2 1
26 16 2 3 4 1
26 17 4 3 3 4
26 18 3 4 3 3
26 19 3 1 1 2
26 20 1 4 4 2
26 21 4 2 1 2
26 24 1 4 2 4
26 25 2 1 1 1
26 27 1 4 4 4
26 28 4 1 2 4
26 29 2 4 4 1
26 30 4 4 1 1
27 16 1 4 2 3
27 17 2 4 1 3
27 18 1 4 2 4
27 19 2 1 1 1
27 20 1 2 3 4
27 21 3 4 4 2
27 22 4 2 4 1
27 23 4 4 4 1
27 24 4 3 1 4
27 26 1 4 4 1
27 27 4 2 4 4
27 28 4 4 3 1
27 29 3 4 2 4
27 30 2 3 1 4
28 14 1 2 2 1
28 15 2 4 4 1
28 16 4 4 1 4
28 17 1 1 4 4
28 18 4 2 3 4
28 19 3 4 2 1
28 20 2 1 4 2
28 21 4 4 4 4
28 22 4 4 4 2
28 23 4 3 2 4
28 24 2 3 1 3
28 26 1 4 1 4
28 27 1 2 1 2
28 28 1 4 4 4
28 29 4 4 1 4
28 30 1 1 1 3
29 14 1 3 4 2
29 15 4 4 4 4
29 16 4 4 1 4
29 17 1 4 1 1
29 18 1 2 4 2
29 19 4 4 2 4
29 20 2 4 4 1
29 21 4 4 4 4
29 22 4 4 4 4
29 23 4 1 4 3
29 24 4 2 2 3
29 25 2 4 1 1
29 26 1 2 2 4
29 27 2 4 2 2
29 28 2 3 4 4
29 29 4 2 4 4
29 30 4 3 4 1
29 31 3 4 3 1
30 14 1 1 1 3
30 15 1 1 4 4
30 16 4 2 2 4
30 17 2 1 4 4
30 18 4 1 1 2
30 19 1 1 3 4
30 20 3 2 1 4
30 21 1 4 1 4
30 22 1 4 4 4
30 23 4 1 2 1
30 24 2 2 1 2
30 25 1 4 4 4
30 26 4 4 4 2
30 27 4 1 2 4
30 28 2 1 2 3
30 29 2 2 3 2
30 30 3 4 2 3
30 31 2 1 1 4
31 15 1 4 3 1
31 16 3 1 4 2
31 17 4 4 4 1
31 18 4 2 4 1
31 19 4 2 4 1
31 20 4 2 4 2
31 21 4 3 2 4
31 22 2 4 4 4
31 23 4 4 2 1
31 24 2 4 1 2
31 25 1 2 3 4
31 26 3 2 1 4
31 29 1 4 4 2
31 30 4 1 1 4
32 15 1 2 2 4
32 16 2 1 4 1
32 17 4 4 1 4
32 18 1 4 4 2
32 19 4 2 3 2
32 20 3 1 4 2
32 21 4 4 4 3
32 22 4 1 3 4
32 23 3 1 2 4
32 24 2 1 3 4
32 25 3 4 1 2
32 26 1 4 1 2
32 27 1 4 3 1
32 28 3 1 4 1
